,silhouette_scores,davies_bouldin_scores,calinski_harabasz_scores
2,0.07840195,3.7064235814486888,1099.0437176031128
3,0.057591986,3.2849643576024565,1010.98990592749
4,0.08962709,2.56775602022151,1015.9793364028264
5,0.07249463,2.7925932733180163,915.0968970345418
6,0.06692019,2.7256301074838905,812.5779394185071
7,0.062448714,2.8651636308306556,738.0083469531876
8,0.06453783,2.6781907151845337,674.4740281182237
9,0.061831973,2.38194711398537,579.3970417964575
10,0.06174801,2.924070385932441,597.3228800999963
11,0.049597427,2.727203288525474,550.6717175464735
12,0.056749087,2.7803013566177484,522.0951784989654
13,0.048434142,2.9215484614124705,510.9329111119921
14,0.04604916,2.77997320780867,492.327093268823
15,0.04492974,2.9956052204345442,461.87464017004424
16,0.043605525,2.9675231493026377,420.2782259196516
17,0.046945743,2.841813059605318,424.00381223181165
18,0.034534365,2.91853591086897,406.1119754200043
19,0.037388008,2.8921909278922926,397.7093639210994
20,0.034991935,2.8854942556924845,382.28171978846245
